license_number,provider_name,first_name,last_name,license_type,profession_code,specialty,status,issue_date,expiration_date,last_renewal_date,address_line1,address_city,address_state,address_zip,phone,disciplinary_actions,board_certified,medical_school,verification_date,middle_name,suffix,secondary_specialty,renewal_date,county,email,medical_school_graduation_year,residency_program,board_certification,languages,public_record,disciplinary_history,malpractice_insurance,hospital_affiliations,last_updated,npi,entity_type_code,replacement_npi,employer_identification_number,provider_organization_name,provider_last_name,provider_first_name,provider_middle_name,provider_name_prefix,provider_name_suffix,provider_credential_text,provider_other_organization_name,provider_other_organization_name_type_code,provider_other_last_name,provider_other_first_name,provider_other_middle_name,provider_other_name_prefix,provider_other_name_suffix,provider_other_credential_text,provider_other_last_name_type_code,provider_business_mailing_address_line1,provider_business_mailing_address_line2,provider_business_mailing_address_city,provider_business_mailing_address_state,provider_business_mailing_address_zip,provider_business_mailing_address_country_code,provider_business_mailing_address_phone,provider_business_mailing_address_fax,provider_business_practice_location_address_line1,provider_business_practice_location_address_line2,provider_business_practice_location_address_city,provider_business_practice_location_address_state,provider_business_practice_location_address_zip,provider_business_practice_location_address_country_code,provider_business_practice_location_address_phone,provider_business_practice_location_address_fax,provider_enumeration_date,last_update_date,npi_deactivation_reason_code,npi_deactivation_date,npi_reactivation_date,provider_gender_code,authorized_official_last_name,authorized_official_first_name,authorized_official_middle_name,authorized_official_title,authorized_official_phone,healthcare_provider_taxonomy_code_1,provider_license_number_1,provider_license_number_state_code_1,healthcare_provider_primary_taxonomy_switch_1,healthcare_provider_taxonomy_code_2,provider_license_number_2,provider_license_number_state_code_2,healthcare_provider_primary_taxonomy_switch_2,other_provider_identifier_1,other_provider_identifier_type_code_1,other_provider_identifier_state_1,other_provider_identifier_issuer_1,other_provider_identifier_2,other_provider_identifier_type_code_2,other_provider_identifier_state_2,other_provider_identifier_issuer_2,is_sole_proprietor,is_organization_subpart,parent_organization_lbn,parent_organization_tin,npi_certification_date
060NY339030,"Mohammed White, MD",Mohammed,White,Physician,60.0,Anesthesiology,Expired,2018-09-19,2023-10-03,2021-12-18,4966 Lexington Ave,Buffalo,NY,11203,213  958.8937,[],False,Yale School of Medicine,2025-09-02,,,,,,,,,,,,,,,,7546913733.0,1.0,,76-9129449,,White,Mohammed,,,,MD,,,,,,,,,,4966 Lexington Ave,,Buffalo,NY,11203,US,213  958.8937,(917) 533-7250,4966 Lexington Ave,,Buffalo,NY,11203,US,213  958.8937,(917) 533-7250,11/12/2020,05/26/2025,,,,,,,,,,207L00000X,060NY339030,NY,Y,,,,,"{""identifier"": ""060NY339030"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,,,,,,N,,,11/12/2020
060NY160426,"Ahmed Kumar, DO PhD",Ahmed,Kumar,Physician,60.0,Internal Medicine,Expired,2017-07-03,2024-05-25,2024-05-22,8590 Amsterdam Ave,New York,NY,10003,(626) 326-1500,[],False,University of Michigan Medical School,2025-09-02,,,,,,,,,,,,,,,,7053457867.0,1.0,,56-5171554,,Kumar,Ahmed,R,,,DO PhD,,,,,,,,,,8590 Amsterdam Ave,Suite 952,New York,NY,10003,US,(626) 326-1500,,8590 Amsterdam Ave,Suite 952,New York,NY,10003,US,(626) 326-1500,,03/31/2022,06/11/2025,,,,,,,,,,207R00000X,060NY160426,NY,Y,207X00000X,,,N,"{""identifier"": ""060NY160426"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BM1311508"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,N,N,,,03/31/2022
060NY382154,"Sarah Chen, MD PhD",Sarah,Chen,Physician,60.0,Endocrinology,Expired,2022-12-05,2025-04-18,2024-07-16,4238 Central Park West,Brooklyn,NY,10005,(424) 512-5511,[],False,UCSF School of Medicine,2025-09-02,,,,,,,,,,,,,,,,72290348.0,1.0,,,,Chen,Sarah,J,Prof.,,MD PhD,,,,,,,,,,4238 Central Park West,Suite 150,Brooklyn,NY,10005,US,(424) 512-5511,,4238 Central Park West,Suite 150,Brooklyn,NY,10005,US,(424) 512-5511,,06/08/2016,09/07/2024,,,,F,,,,,,207RE0101X,060NY382154,NY,Y,,,,,"{""identifier"": ""060NY382154"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,,,,,Y,N,,,06/08/2016
060NY412974,"Charles Singh, DO PhD",Charles,Singh,Physician,60.0,Nephrology,Expired,2020-12-21,2023-08-10,2022-08-30,121 York Ave,Rochester,NY,14201,(323) 983-4937,[],False,Johns Hopkins School of Medicine,2025-09-02,,,,,,,,,,,,,,,,1545444329.0,1.0,,12-5078064,,Singh,Charles,,,,DO PhD,,,,,,,,,,121 York Ave,,Rochester,NY,14201,US,(323) 983-4937,,121 York Ave,,Rochester,NY,14201,US,(323) 983-4937,,02/05/2023,09/10/2024,,,,F,,,,,,207RN0300X,060NY412974,NY,Y,,,,,"{""identifier"": ""060NY412974"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BA9938707"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,N,,,02/05/2023
060NY660605,Charles Taylor DO PhD,Charles,Taylor,Physician,60.0,Pediatrics,Expired,2021-01-23,2025-09-01,2024-04-27,579 Amsterdam Ave,Bronx,NY,11201,818  464.3999,[],False,University of Pennsylvania Perelman School of Medicine,2025-09-02,,,,,,,,,,,,,,,,8428241727.0,1.0,,,,Taylor,Charles,,,,DO PhD,,,,,,,,,,579 Amsterdam Ave,,Bronx,NY,11201,US,818  464.3999,,579 Amsterdam Ave,,Bronx,NY,11201,US,818  464.3999,,04/04/2024,03/06/2025,,,,M,,,,,,208000000X,060NY660605,NY,Y,,,,,"{""identifier"": ""BM5173662"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,,,,N,N,,,04/04/2024
060NY235691,"Mary Brown, MD",Mary,Brown,Physician,60.0,Gastroenterology,Expired,2021-11-16,2025-06-07,2024-06-08,3431 Madison Ave,Queens,NY,11203,(212) 529-9700,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02,,,,,,,,,,,,,,,,6676008352.0,1.0,,68-7848147,,Brown,Mary,J,,,MD,,,,,,,,,,3431 Madison Ave,,Queens,NY,11203,US,212 529 9700,,3431 Madison Ave,,Queens,NY,11203,US,212 529 9700,,09/18/2022,05/30/2025,,,,,,,,,,207RG0100X,060NY235691,NY,Y,207R00000X,,,N,"{""identifier"": ""060NY235691"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BB7890888"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,N,,,09/18/2022
060NY404955,"Charles Rodriguez, MD",Charles,Rodriguez,Physician,60.0,Endocrinology,Expired,2021-07-30,2025-07-22,2025-01-10,9645 Lexington Ave,Queens,NY,10002,(646) 613-1313,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02,,,,,,,,,,,,,,,,9856257532.0,1.0,,,,Rodriguez,Charles,,,,MD,,,,,,,,,,9645 Lexington Ave,,Queens,NY,10002,US,(646) 613-1313,,9645 Lexington Ave,,Queens,NY,10002,US,(646) 613-1313,,11/10/2023,11/05/2024,,,,F,,,,,,207RE0101X,060NY404955,NY,Y,,,,,,,,,,,,,,N,,,11/10/2023
060NY738584,"Thomas Yang, DO",Thomas,Yang,Physician,60.0,Emergency Medicine,Expired,2020-09-20,2024-02-14,2022-05-20,1719 York Ave,Brooklyn,NY,10005,(917) 904-8875,[],True,Harvard Medical School,2025-09-02,,,,,,,,,,,,,,,,8356420876.0,1.0,,,,Yang,Thomas,,,,DO,,,,,,,,,,1719 York Ave,Suite 208,Brooklyn,NY,10005,US,(917) 904-8875,(212) 204-2089,1719 York Ave,Suite 208,Brooklyn,NY,10005,US,(917) 904-8875,(212) 204-2089,03/23/2017,05/28/2025,,,,M,,,,,,207P00000X,060NY738584,NY,Y,207W00000X,,,N,"{""identifier"": ""BB3114847"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,,,,,N,,,03/23/2017
060NY956794,"David Shah, MD PhD",David,Shah,Physician,60.0,Pediatrics,Expired,2017-11-15,2024-04-26,2024-02-22,4558 Broadway,Albany,NY,10004,(310) 963-1291,[],False,Harvard Medical School,2025-09-02,,,,,,,,,,,,,,,,7797177519.0,1.0,,,,Shah,David,R,,,MD PhD,,,,,,,,,,4558 Broadway,,Albany,NY,10004,US,(310) 963-1291,(646) 204-2395,4558 Broadway,,Albany,NY,10004,US,(310) 963-1291,(646) 204-2395,06/07/2016,08/16/2025,,,,M,,,,,,208000000X,060NY956794,NY,Y,,,,,"{""identifier"": ""060NY956794"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,,,,,,N,,,06/07/2016
060NY717942,"Gonzalez, Karen DO",Karen,Gonzalez,Physician,60.0,Dermatology,Active,2022-12-06,2025-10-29,2023-11-23,6438 Park Ave,Syracuse,NY,10004,(646) 908-3845,[],True,UCLA David Geffen School of Medicine,2025-09-02,,,,,,,,,,,,,,,,7080869782.0,1.0,,,,Gonzalez,Karen,,Dr.,,DO,,,,,,,,,,6438 Park Avenue,,Syracuse,NY,10004,US,(646) 908-3845,(424) 523-7630,6438 Park Avenue,,Syracuse,NY,10004,US,(646) 908-3845,(424) 523-7630,01/09/2022,05/10/2025,,,,M,,,,,,207N00000X,060NY717942,NY,Y,207T00000X,,,N,,,,,,,,,Y,N,,,01/09/2022
060NY884782,"Linda Liu, DO",Linda,Liu,Physician,60.0,Anesthesiology,Inactive,2021-03-11,2025-11-15,2024-02-08,5618 Lexington Ave,Syracuse,NY,10003,(626) 335-3913,[],False,NYU Grossman School of Medicine,2025-09-02,,,,,,,,,,,,,,,,8583339456.0,1.0,,,,Liu,Linda,,,,DO,,,,,,,,,,5618 Lexington Ave,Suite 716,Syracuse,NY,10003,US,(626) 335-3913,,5618 Lexington Ave,Suite 716,Syracuse,NY,10003,US,(626) 335-3913,,02/03/2017,11/12/2024,,,,,,,,,,207L00000X,060NY884782,NY,Y,,,,,"{""identifier"": ""060NY884782"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BA3459753"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,N,N,,,02/03/2017
060NY918859,"Michael Harris, DO PhD",Michael,Harris,Physician,60.0,Psychiatry,Expired,2021-07-31,2025-06-26,2024-04-10,5123 York Ave,New York,NY,10001,(626) 276-4063,[],True,Harvard Medical School,2025-09-02,,,,,,,,,,,,,,,,5989334729.0,1.0,,,,Harris,Michael,,,,DO PhD,,,,,,,,,,5123 York Ave,,New York,NY,10001,US,,,5123 York Ave,,New York,NY,10001,US,(626) 276-4063,,07/13/2025,09/13/2024,,,,M,,,,,,207P00000X,060NY918859,NY,Y,,,,,"{""identifier"": ""BA2196088"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,,,,N,N,,,07/13/2025
060NY415783,Thomas Rodriguez DO,Thomas,Rodriguez,Physician,60.0,Radiology,Active,2019-05-28,2025-10-01,2025-02-26,4179 Broadway,Rochester,NY,11203,(323) 363-7814,[],False,NYU Grossman School of Medicine,2025-09-02,,,,,,,,,,,,,,,,8515832815.0,1.0,,,,Rodriguez,Thomas,,,,DO,,,,,,,,,,4179 Broadway,,Rochester,NY,11203,US,(323) 363-7814,(917) 461-1606,4179 Broadway,,Rochester,NY,11203,US,(323) 363-7814,(917) 461-1606,03/21/2018,06/09/2025,,,,,,,,,,207R00000X,060NY415783,NY,Y,,,,,"{""identifier"": ""BA5496034"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,,,,,N,,,03/21/2018
060NY773462,Mary Perez MD PhD,Mary,Perez,Physician,60.0,Internal Medicine,Expired,2018-10-18,2024-05-14,2022-09-22,8692 First Ave,Albany,NY,10001,929  726.9335,[],False,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02,,,,,,,,,,,,,,,,5616484085.0,1.0,,,,Perez,Mary,,Dr.,,MD PhD,,,,,,,,,,8692 First Ave,Suite 454,Albany,NY,10001,US,929  726.9335,,8692 First Ave,Suite 454,Albany,NY,10001,US,929  726.9335,,12/28/2021,01/14/2025,,,,F,,,,,,207R00000X,060NY773462,NY,Y,207N00000X,,,N,"{""identifier"": ""060NY773462"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,,,,,Y,N,,,12/28/2021
060NY892682,"Jennifer Lewis, DO PhD",Jennifer,Lewis,Physician,60.0,Pediatrics,Expired,2020-11-18,2023-04-04,2022-08-15,277 Second Ave,Brooklyn,NY,14201,(213) 604-1504,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02,,,,,,,,,,,,,,,,5814491470.0,1.0,,,,Lewis,Jennifer,,,,DO PhD,,,,,,,,,,277 Second Ave,Suite 837,Brooklyn,NY,14201,US,(213) 604-1504,,277 Second Ave,Suite 837,Brooklyn,NY,14201,US,(213) 604-1504,,08/10/2017,11/27/2024,,,,F,,,,,,208000000X,060NY892682,NY,Y,,,,,"{""identifier"": ""060NY892682"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BA4506540"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,N,,,08/10/2017
060NY345925,"David Jackson, MD",David,Jackson,Physician,60.0,Anesthesiology,Expired,2017-03-08,2023-07-24,2022-04-12,3235 Central Park West,Syracuse,NY,11201,8187983496,[],False,UCLA David Geffen School of Medicine,2025-09-02,,,,,,,,,,,,,,,,9135775945.0,1.0,,,,Jackson,David,,Dr.,,MD,,,,,,,,,,3235 Central Park West,,Syracuse,NY,11201,US,,,3235 Central Park West,,Syracuse,NY,11201,US,8187983496,(917) 819-8674,11/13/2015,05/21/2025,,,,F,,,,,,207L00000X,060NY345925,NY,Y,,,,,"{""identifier"": ""060NY345925"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BM3217128"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,Y,N,,,11/13/2015
060NY420310,"Joseph Anderson, DO PhD",Joseph,Anderson,Physician,60.0,Ophthalmology,Revoked,2020-02-18,2025-09-24,2025-08-13,5890 Madison Ave,Rochester,NY,11203,(818) 841-2252,[],True,Yale School of Medicine,2025-09-02,,,,,,,,,,,,,,,,1291428348.0,1.0,,,,Anderson,Joseph,,,,DO PhD,,,,,,,,,,5890 Madison Avenue,,Rochester,NY,11203,US,(818) 841-2252,,5890 Madison Avenue,,Rochester,NY,11203,US,(818) 841-2252,,10/21/2018,11/21/2024,,,,,,,,,,207W00000X,060NY420310,NY,Y,,,,,"{""identifier"": ""060NY420310"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,,,,,,N,,,10/21/2018
060NY931161,"Mohammed Jones, MD PhD",Mohammed,Jones,Physician,60.0,Urology,Expired,2023-09-08,2025-09-14,2025-08-28,3652 York Ave,Yonkers,NY,11201,917- 353-4062,[],False,Stanford University School of Medicine,2025-09-02,,,,,,,,,,,,,,,,827231846.0,1.0,,,,Jones,Mohammed,,,,MD PhD,,,,,,,,,,3652 York Ave,,Yonkers,NY,11201,US,,,3652 York Ave,,Yonkers,NY,11201,US,917- 353-4062,(718) 496-7396,12/23/2017,06/24/2025,,,,F,,,,,,207U00000X,060NY931161,NY,Y,,,,,,,,,,,,,N,N,,,12/23/2017
060NY966662,"Karen Kumar, MD PhD",Karen,Kumar,Physician,60.0,Urology,Expired,2019-10-03,2023-11-03,2022-09-04,5615 First Ave,Brooklyn,NY,10004,(718) 693-3135,[],True,Yale School of Medicine,2025-09-02,,,,,,,,,,,,,,,,1279908814.0,1.0,,60-5004822,,Kumar,Karen,,,,MD PhD,,,,,,,,,,5615 First Avenue,,Brooklyn,NY,10004,US,(718) 693-3135,,5615 First Avenue,,Brooklyn,NY,10004,US,(718) 693-3135,,05/12/2019,01/16/2025,,,,M,,,,,,207U00000X,060NY966662,NY,Y,,,,,"{""identifier"": ""060NY966662"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,,,,,,N,,,05/12/2019
060NY977857,"Ahmed Singh, DO PhD",Ahmed,Singh,Physician,60.0,Gastroenterology,Expired,2021-07-05,2023-07-20,2022-04-02,7900 Second Avenue,Rochester,NY,14202,(347) 393-1089,[],True,Yale School of Medicine,2025-09-02,,,,,,,,,,,,,,,,2473149866.0,1.0,,40-1483393,,Singh,Ahmed,A,Dr.,,DO PhD,,,,,,,,,,7900 Second Ave,,Rochester,NY,14202,US,,,7900 Second Avenue,,Rochester,NY,14202,US,(347) 393-1089,(917) 800-1717,05/27/2018,07/20/2025,,,,F,,,,,,207RG0100X,060NY977857,NY,Y,,,,,"{""identifier"": ""060NY977857"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BA3024725"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,Y,N,,,05/27/2018
060NY692099,"Jennifer Wilson, MD PhD",Jennifer,Wilson,Physician,60.0,Urology,Expired,2019-09-20,2025-01-18,2024-09-21,1747 Madison Ave,Yonkers,NY,14202,(323) 768-8925,[],False,NYU Grossman School of Medicine,2025-09-02,,,,,,,,,,,,,,,,4636887256.0,1.0,,,,Wilson,Jennifer,R,,,MD PhD,,,,,,,,,,1747 Madison Ave,Suite 975,Yonkers,NY,14202,US,,,1747 Madison Ave,Suite 975,Yonkers,NY,14202,US,(323) 768-8925,,12/25/2016,01/10/2025,,,,F,,,,,,207U00000X,060NY692099,NY,Y,,,,,"{""identifier"": ""060NY692099"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BF4879986"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,Y,N,,,12/25/2016
060NY640869,"Michael Lopez, DO PhD",Michael,Lopez,Physician,60.0,Internal Medicine,Expired,2019-08-25,2024-04-19,2022-10-03,3305 Columbus Ave,Albany,NY,10005,(929) 885-7474,[],True,Harvard Medical School,2025-09-02,,,,,,,,,,,,,,,,2053021468.0,1.0,,,,Lopez,Michael,,,,DO PhD,,,,,,,,,,3305 Columbus Ave,Suite 902,Albany,NY,10005,US,(929) 885-7474,,3305 Columbus Ave,Suite 902,Albany,NY,10005,US,(929) 885-7474,,11/30/2018,02/15/2025,,,,,,,,,,207R00000X,060NY640869,NY,Y,207Y00000X,,,N,"{""identifier"": ""060NY640869"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BB5754554"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,N,,,11/30/2018
060NY373791,"Charles Chen, MD PhD",Charles,Chen,Physician,60.0,Gastroenterology,Expired,2020-01-28,2023-12-25,2023-11-22,4531 Park Ave,Bronx,NY,11203,(347) 750-5098,[],False,University of Michigan Medical School,2025-09-02,,,,,,,,,,,,,,,,8181845189.0,1.0,,,,Chen,Charles,,,,MD PhD,,,,,,,,,,4531 Park Ave,,Bronx,NY,11203,US,(347) 750-5098,(213) 305-7881,4531 Park Ave,,Bronx,NY,11203,US,(347) 750-5098,(213) 305-7881,03/16/2024,12/24/2024,,,,,,,,,,207RG0100X,060NY373791,NY,Y,,,,,"{""identifier"": ""060NY373791"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BM7373432"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,Y,N,,,03/16/2024
060NY976960,"Thomas Lopez, DO",Thomas,Lopez,Physician,60.0,Dermatology,Expired,2019-06-04,2024-12-30,2024-02-15,3272 Park Ave,Bronx,NY,10005,(929) 835-6167,[],False,Johns Hopkins School of Medicine,2025-09-02,,,,,,,,,,,,,,,,1117908077.0,1.0,,58-5432782,,Lopez,Thomas,,,,DO,,,,,,,,,,3272 Park Ave,Suite 307,Bronx,NY,10005,US,(929) 835-6167,(917) 804-6347,3272 Park Ave,Suite 307,Bronx,NY,10005,US,(929) 835-6167,(917) 804-6347,08/27/2020,11/14/2024,,,,M,,,,,,207N00000X,060NY976960,NY,Y,207W00000X,,,N,"{""identifier"": ""060NY976960"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BF6070445"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,N,,,08/27/2020
060NY819678,"Carlos Wang, DO",Carlos,Wang,Physician,60.0,Pulmonology,Expired,2019-08-06,2023-12-24,2023-09-06,6934 First Ave,ALBANY,NY,10001,(718) 533-6924,[],False,Yale School of Medicine,2025-09-02,,,,,,,,,,,,,,,,1875003699.0,1.0,,,,Wang,Carlos,,,,DO,,,,,,,,,,6934 First Ave,,ALBANY,NY,10001,US,(718) 533-6924,,6934 First Ave,,ALBANY,NY,10001,US,(718) 533-6924,,10/20/2017,01/06/2025,,,,F,,,,,,207RP1001X,060NY819678,NY,Y,,,,,"{""identifier"": ""060NY819678"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BM3065413"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,N,,,10/20/2017
060NY995825,"Yang, Barbara MD PhD",Barbara,Yang,Physician,60.0,Emergency Medicine,Expired,2019-07-10,2025-03-31,2024-11-11,8172 Second Ave,Bronx,NY,11202,(323) 642-7240,[],True,UCSF School of Medicine,2025-09-02,,,,,,,,,,,,,,,,7292931439.0,1.0,,,,Yang,Barbara,L,,,MD PhD,,,,,,,,,,8172 Second Ave,,Bronx,NY,11202,US,(323) 642-7240,,8172 Second Ave,,Bronx,NY,11202,US,(323) 642-7240,,02/01/2016,02/07/2025,,,,F,,,,,,207P00000X,060NY995825,NY,Y,,,,,"{""identifier"": ""060NY995825"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BM3064526"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,N,,,02/01/2016
060NY990136,"Jennifer Yang, MD PhD",Jennifer,Yang,Physician,60.0,Pediatrics,Expired,2016-10-30,2023-05-27,2022-12-22,2374 Madison Ave,Rochester,NY,11202,(347) 655-6950,[],False,Johns Hopkins School of Medicine,2025-09-02,,,,,,,,,,,,,,,,2535544961.0,1.0,,,,Yang,Jennifer,,Prof.,,MD PhD,,,,,,,,,,2374 Madison Ave,,Rochester,NY,11202,US,(347) 655-6950,(917) 394-3353,2374 Madison Ave,,Rochester,NY,11202,US,(347) 655-6950,(917) 394-3353,06/19/2024,11/18/2024,,,,F,,,,,,208000000X,060NY990136,NY,Y,,,,,"{""identifier"": ""060NY990136"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BF8255921"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,N,N,,,06/19/2024
060NY109576,"John Smith, DO",John,Smith,Physician,60.0,Anesthesiology,Expired,2018-08-26,2025-05-31,2025-03-16,7688 York Ave,New York,NY,11203,(213) 455-3675,[],False,University of Pennsylvania Perelman School of Medicine,2025-09-02,,,,,,,,,,,,,,,,9308536868.0,1.0,,,,Smith,John,L,,,DO,,,,,,,,,,7688 York Ave,,New York,NY,11203,US,(213) 455-3675,(347) 706-2156,7688 York Ave,,New York,NY,11203,US,(213) 455-3675,(347) 706-2156,06/22/2023,05/09/2025,,,,F,,,,,,207L00000X,060NY109576,NY,Y,,,,,"{""identifier"": ""060NY109576"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BF5921346"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,Y,N,,,06/22/2023
060NY834498,"Rajesh Thomas, MD PhD",Rajesh,Thomas,Physician,60.0,Neurology,Active,2021-09-20,2025-10-04,2024-11-23,8716 Lexington Avenue,Yonkers,NY,10004,(347) 328-8183,[],True,Stanford University School of Medicine,2025-09-02,,,,,,,,,,,,,,,,5020802147.0,1.0,,80-4710067,,Thomas,Rajesh,,,,MD PhD,,,,,,,,,,8716 Lexington Avenue,,Yonkers,NY,10004,US,(347) 328-8183,(310) 531-8150,8716 Lexington Avenue,,Yonkers,NY,10004,US,(347) 328-8183,(310) 531-8150,07/30/2022,09/14/2024,,,,F,,,,,,207T00000X,060NY834498,NY,Y,,,,,"{""identifier"": ""060NY834498"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,,,,,N,N,,,07/30/2022
060NY253184,"Christopher Perez, DO PhD",Christopher,Perez,Physician,60.0,Emergency Medicine,Expired,2019-01-13,2023-04-25,2021-04-27,8166 Third Ave,Syracuse,NY,10001,(718) 986-5078,"[{""action_type"": ""Probation"", ""action_date"": ""2023-10-02"", ""description"": ""Disciplinary action related to documentation""}]",False,Harvard Medical School,2025-09-02,,,,,,,,,,,,,,,,6187234604.0,1.0,,,,Perez,Christopher,,,,DO PhD,,,,,,,,,,8166 Third Ave,,Syracuse,NY,10001,US,(718) 986-5078,(626) 942-3466,8166 Third Ave,,Syracuse,NY,10001,US,(718) 986-5078,(626) 942-3466,03/13/2023,09/23/2024,,,,,,,,,,207P00000X,060NY253184,NY,Y,,,,,"{""identifier"": ""060NY253184"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,,,,,,N,,,03/13/2023
060NY228074,"Carlos Miller, DO",Carlos,Miller,Physician,60.0,Nephrology,Expired,2019-06-24,2024-06-02,2024-02-21,5114 Third Ave,Queens,NY,10001,(212) 371-5523,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02,,,,,,,,,,,,,,,,4350313659.0,1.0,,,,Miller,Carlos,,,,DO,,,,,,,,,,5114 Third Ave,,Queens,NY,10001,US,(212) 371-5523,,5114 Third Ave,,Queens,NY,10001,US,(212) 371-5523,,03/18/2025,02/11/2025,,,,F,,,,,,207RN0300X,060NY228074,NY,Y,,,,,"{""identifier"": ""060NY228074"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BM1474411"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,Y,N,,,03/18/2025
